#    0.0500    3.3686E+04    1.0109E+00
#    0.0600    6.0129E+04    1.0109E+00
#    0.0700    9.5272E+04    1.0109E+00
#    0.0800    1.3904E+05    1.0109E+00
#    0.0900    1.9118E+05    1.0109E+00
#    0.1000    2.5130E+05    1.0109E+00
#    0.1100    3.1900E+05    1.0109E+00
#    0.1200    3.9383E+05    1.0109E+00
#    0.1300    4.7534E+05    1.0109E+00
#    0.1400    5.6312E+05    1.0109E+00
#    0.1500    6.5676E+05    1.0109E+00
#    0.1600    7.5587E+05    1.0109E+00
#    0.1800    9.6910E+05    1.0109E+00
#    0.2000    1.2002E+06    1.0109E+00
#    0.2500    1.8421E+06    1.0109E+00
#    0.3000    2.5546E+06    1.0109E+00
#    0.3500    3.3182E+06    1.0109E+00
#    0.4000    4.1189E+06    1.0109E+00
#    0.4500    4.9460E+06    1.0109E+00
#    0.5000    5.7919E+06    1.0109E+00
#    0.6000    7.5169E+06    1.0109E+00
#    0.7000    9.2598E+06    1.0109E+00
#    0.8000    1.0999E+07    1.0109E+00
#    0.9000    1.2721E+07    1.0109E+00
#    1.0000    1.4416E+07    1.0110E+00
#    1.2500    1.8503E+07    1.0111E+00
#    1.5000    2.2349E+07    1.0113E+00
#    1.7500    2.5952E+07    1.0116E+00
#    2.0000    2.9324E+07    1.0120E+00
#    2.5000    3.5464E+07    1.0128E+00
#    3.0000    4.0928E+07    1.0137E+00
#    3.5000    4.5845E+07    1.0144E+00
#    4.0000    5.0310E+07    1.0151E+00
#    5.0000    5.8161E+07    1.0161E+00
#    6.0000    6.4876E+07    1.0169E+00
#    7.0000    7.0715E+07    1.0175E+00
#    8.0000    7.5832E+07    1.0179E+00
#    9.0000    8.0374E+07    1.0183E+00
#   10.0000    8.4372E+07    1.0185E+00
#*%DAACV04
# 3.269 1.7323E+00 0. -37.9358
#     0.001    1.3301E-08    1.0656E+00
#     0.002    5.5249E-05    1.0666E+00
#     0.003    3.0439E-03    1.0659E+00
#     0.004    3.7592E-02    1.0656E+00
#     0.005    2.2274E-01    1.0654E+00
#     0.006    8.6042E-01    1.0652E+00
#     0.007    2.5217E+00    1.0650E+00
#     0.008    6.1039E+00    1.0649E+00
#     0.009    1.2854E+01    1.0649E+00
#     0.010    2.4362E+01    1.0650E+00
#     0.011    4.2534E+01    1.0653E+00
#     0.012    6.9552E+01    1.0658E+00
#     0.013    1.0783E+02    1.0663E+00
#     0.014    1.6000E+02    1.0667E+00
#     0.015    2.2881E+02    1.0671E+00
#     0.016    3.1719E+02    1.0674E+00
#     0.018    5.6474E+02    1.0676E+00
#     0.020    9.2730E+02    1.0671E+00
#     0.025    2.4989E+03    1.0641E+00
#     0.030    5.3076E+03    1.0600E+00
#     0.040    1.5783E+04    1.0524E+00
#     0.050    3.3993E+04    1.0469E+00
#     0.060    6.0723E+04    1.0429E+00
#     0.070    9.6200E+04    1.0399E+00
#     0.080    1.4031E+05    1.0376E+00
#     0.090    1.9276E+05    1.0357E+00
#     0.100    2.5313E+05    1.0340E+00
#     0.110    3.2098E+05    1.0327E+00
#     0.120    3.9585E+05    1.0314E+00
#     0.130    4.7727E+05    1.0304E+00
#     0.140    5.6480E+05    1.0294E+00
#     0.150    6.5802E+05    1.0285E+00
#     0.160    7.5653E+05    1.0277E+00
#     0.180    9.6796E+05    1.0263E+00
#     0.200    1.1964E+06    1.0252E+00
#     0.250    1.8272E+06    1.0230E+00
#     0.300    2.5211E+06    1.0216E+00
#     0.350    3.2576E+06    1.0206E+00
#     0.400    4.0220E+06    1.0198E+00
#     0.450    4.8036E+06    1.0193E+00
#     0.500    5.5950E+06    1.0188E+00
#     0.600    7.1882E+06    1.0181E+00
#     0.700    8.7753E+06    1.0175E+00
#     0.800    1.0343E+07    1.0171E+00
#     0.900    1.1884E+07    1.0168E+00
#     1.000    1.3395E+07    1.0165E+00
#     1.250    1.7030E+07    1.0159E+00
#     1.500    2.0466E+07    1.0157E+00
#     1.750    2.3710E+07    1.0155E+00
#     2.000    2.6777E+07    1.0154E+00
#     2.500    3.2439E+07    1.0153E+00
#     3.000    3.7548E+07    1.0153E+00
#     3.500    4.2196E+07    1.0152E+00
#     4.000    4.6445E+07    1.0151E+00
#     5.000    5.3951E+07    1.0149E+00
#     6.000    6.0272E+07    1.0147E+00
#     7.000    6.5974E+07    1.0146E+00
#     8.000    7.1158E+07    1.0145E+00
#     9.000    7.3775E+07    1.0144E+00
#    10.000    7.5454E+07    1.0143E+00
===================================================================================
*- d + d > t + p ;
*%Gom17
 4.03266 1.73492E+00 0. -46.7971
    0.0010    1.364E-08    1.011E+00
    0.0020    5.653E-05    1.011E+00
    0.0030    3.110E-03    1.011E+00
    0.0040    3.835E-02    1.011E+00
    0.0050    2.269E-01    1.011E+00
    0.0060    8.755E-01    1.011E+00
    0.0070    2.563E+00    1.011E+00
    0.0080    6.198E+00    1.011E+00
    0.0090    1.304E+01    1.011E+00
    0.0100    2.471E+01    1.011E+00
    0.0110    4.314E+01    1.011E+00
    0.0120    7.055E+01    1.011E+00
    0.0130    1.094E+02    1.011E+00
    0.0140    1.624E+02    1.011E+00
    0.0150    2.322E+02    1.011E+00
    0.0160    3.220E+02    1.011E+00
    0.0180    5.729E+02    1.011E+00
    0.0200    9.395E+02    1.011E+00
    0.0250    2.516E+03    1.011E+00
    0.0300    5.305E+03    1.011E+00
    0.0400    1.558E+04    1.011E+00
    0.0500    3.325E+04    1.011E+00
    0.0600    5.900E+04    1.011E+00
    0.0700    9.298E+04    1.011E+00
    0.0800    1.350E+05    1.011E+00
    0.0900    1.847E+05    1.011E+00
    0.1000    2.418E+05    1.011E+00
    0.1100    3.056E+05    1.011E+00
    0.1200    3.758E+05    1.011E+00
    0.1300    4.518E+05    1.011E+00
    0.1400    5.334E+05    1.011E+00
    0.1500    6.199E+05    1.011E+00
    0.1600    7.111E+05    1.011E+00
    0.1800    9.061E+05    1.011E+00
    0.2000    1.116E+06    1.011E+00
    0.2500    1.691E+06    1.011E+00
    0.3000    2.321E+06    1.011E+00
    0.3500    2.988E+06    1.011E+00
    0.4000    3.681E+06    1.011E+00
    0.4500    4.391E+06    1.011E+00
    0.5000    5.113E+06    1.011E+00
    0.6000    6.573E+06    1.011E+00
    0.7000    8.036E+06    1.011E+00
    0.8000    9.489E+06    1.011E+00
    0.9000    1.092E+07    1.011E+00
    1.0000    1.233E+07    1.011E+00
    1.2500    1.572E+07    1.011E+00
    1.5000    1.893E+07    1.011E+00
    1.7500    2.194E+07    1.011E+00
    2.0000    2.477E+07    1.011E+00
    2.5000    2.976E+07    1.013E+00
    3.0000    3.440E+07    1.014E+00
    3.5000    3.863E+07    1.014E+00
    4.0000    4.251E+07    1.015E+00
    5.0000    4.946E+07    1.016E+00
    6.0000    5.552E+07    1.017E+00
    7.0000    6.077E+07    1.018E+00
    8.0000    6.529E+07    1.018E+00
    9.0000    6.912E+07    1.018E+00
   10.0000    7.228E+07    1.019E+00
#*%Deut2015
#    0.0010    1.1729E-08    1.0108E+00
#    0.0020    5.6094E-05    1.0108E+00
#    0.0030    3.0921E-03    1.0108E+00
#    0.0040    3.8136E-02    1.0108E+00
#    0.0050    2.2567E-01    1.0108E+00
#    0.0060    8.7070E-01    1.0108E+00
#    0.0070    2.5490E+00    1.0108E+00
#    0.0080    6.1642E+00    1.0108E+00
#    0.0090    1.2972E+01    1.0108E+00
#    0.0100    2.4576E+01    1.0108E+00
#    0.0110    4.2902E+01    1.0108E+00
#    0.0120    7.0159E+01    1.0108E+00
#    0.0130    1.0880E+02    1.0108E+00
#    0.0140    1.6147E+02    1.0108E+00
#    0.0150    2.3097E+02    1.0108E+00
#    0.0160    3.2020E+02    1.0108E+00
#    0.0180    5.6979E+02    1.0108E+00
#    0.0200    9.3431E+02    1.0108E+00
#    0.0250    2.5024E+03    1.0108E+00
#    0.0300    5.2756E+03    1.0108E+00
#    0.0400    1.5492E+04    1.0108E+00
#    0.0500    3.3067E+04    1.0108E+00
#    0.0600    5.8676E+04    1.0108E+00
#    0.0700    9.2462E+04    1.0108E+00
#    0.0800    1.3426E+05    1.0108E+00
#    0.0900    1.8372E+05    1.0108E+00
#    0.1000    2.4042E+05    1.0108E+00
#    0.1100    3.0390E+05    1.0108E+00
#    0.1200    3.7369E+05    1.0108E+00
#    0.1300    4.4933E+05    1.0108E+00
#    0.1400    5.3039E+05    1.0108E+00
#    0.1500    6.1646E+05    1.0108E+00
#    0.1600    7.0717E+05    1.0108E+00
#    0.1800    9.0110E+05    1.0108E+00
#    0.2000    1.1097E+06    1.0108E+00
#    0.2500    1.6823E+06    1.0108E+00
#    0.3000    2.3092E+06    1.0108E+00
#    0.3500    2.9735E+06    1.0108E+00
#    0.4000    3.6634E+06    1.0108E+00
#    0.4500    4.3706E+06    1.0108E+00
#    0.5000    5.0892E+06    1.0108E+00
#    0.6000    6.5434E+06    1.0108E+00
#    0.7000    8.0013E+06    1.0108E+00
#    0.8000    9.4482E+06    1.0109E+00
#    0.9000    1.0875E+07    1.0109E+00
#    1.0000    1.2276E+07    1.0109E+00
#    1.2500    1.5649E+07    1.0110E+00
#    1.5000    1.8824E+07    1.0113E+00
#    1.7500    2.1807E+07    1.0116E+00
#    2.0000    2.4612E+07    1.0120E+00
#    2.5000    2.9762E+07    1.0128E+00
#    3.0000    3.4400E+07    1.0137E+00
#    3.5000    3.8626E+07    1.0144E+00
#    4.0000    4.2510E+07    1.0151E+00
#    5.0000    4.9455E+07    1.0162E+00
#    6.0000    5.5522E+07    1.0170E+00
#    7.0000    6.0771E+07    1.0175E+00
#    8.0000    6.5290E+07    1.0180E+00
#    9.0000    6.9115E+07    1.0183E+00
#   10.0000    7.2279E+07    1.0186E+00
#*%DAACV04
# 4.033 1.7344E+00 0. -46.7994
#     0.001    1.4385E-08    1.0131E+00
#     0.002    5.9542E-05    1.0135E+00
#     0.003    3.2730E-03    1.0133E+00
#     0.004    4.0342E-02    1.0132E+00
#     0.005    2.3858E-01    1.0131E+00
#     0.006    9.2005E-01    1.0130E+00
#     0.007    2.6920E+00    1.0129E+00
#     0.008    6.5070E+00    1.0128E+00
#     0.009    1.3687E+01    1.0127E+00
#     0.010    2.5918E+01    1.0126E+00
#     0.011    4.5224E+01    1.0126E+00
#     0.012    7.3926E+01    1.0125E+00
#     0.013    1.1460E+02    1.0125E+00
#     0.014    1.7000E+02    1.0125E+00
#     0.015    2.4307E+02    1.0125E+00
#     0.016    3.3685E+02    1.0125E+00
#     0.018    5.9894E+02    1.0125E+00
#     0.020    9.8136E+02    1.0126E+00
#     0.025    2.6230E+03    1.0131E+00
#     0.030    5.5178E+03    1.0137E+00
#     0.040    1.6129E+04    1.0151E+00
#     0.050    3.4276E+04    1.0162E+00
#     0.060    6.0568E+04    1.0171E+00
#     0.070    9.5071E+04    1.0177E+00
#     0.080    1.3754E+05    1.0181E+00
#     0.090    1.8756E+05    1.0184E+00
#     0.100    2.4465E+05    1.0186E+00
#     0.110    3.0829E+05    1.0187E+00
#     0.120    3.7798E+05    1.0189E+00
#     0.130    4.5329E+05    1.0189E+00
